text,reply,retweet,like,view,author_id,created_at,search_keyword,search_query
"1. 슬랙에서 작업지시
2. 스레드 히스토리 읽고, 작업 파악(gemini)
3. 리니어 티켓 생성
4. 티켓 참조해서 깃헙 이슈 생성
5. claude code action 실행해서 PR 생성

하는 플로우를 오전내 만들었는데...
다 좋은데 API 비용이 비싸서 눈물 흘리는 중... 
배경색 하나 수정하는데 $0.32 사용...",5,29,125,10048,@MiryangJung,2025-11-18T06:01:06.000Z,Claude Code 지원,"(""Claude Code 지원"" OR ""Claude"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
"바이브 코딩 쓰레기 처리사 
이미 몇몇 스타트업에서는 PO 나 기획자가 cursor, claude 로 코드 짜고, 개발자가 검토하고 버그 고치고, 서비스에 넣는 방식을 취하고 있더라구요. ㅋㅋ",2,20,38,21237,@LppInme,2025-11-16T12:09:57.000Z,Claude Code 지원,"(""Claude Code 지원"" OR ""Claude"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
"AI가 주도한 최초의 사이버 첩보 작전 차단

- AI 모델이 직접 실행한 대규모 사이버 첩보 작전이 탐지되어 차단됨  
- 공격자는 Claude Code를 조작해 약 30개 글로벌 기관을 침투 대상으로 삼고 일부 성공  
- 공격 과정의 80~90%가 AI에 의해 자동 수행되었으며, 인간 개…",0,16,22,2249,@GeekNewsHada,2025-11-16T01:12:02.000Z,Claude Code 지원,"(""Claude Code 지원"" OR ""Claude"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
" Claude에서 제공하는 40가지 Use Cases

""연구, 글쓰기, 코딩, 분석, 일상 작업 등에서 혼자 작업하든 팀과 함께하든 활용할 수 있는 실용적인 예시들을 살펴보세요.""
claude.com/resources/use-
…

이게 얼마나 친절한지 얘기하자면..

유스케이스마다 해결해야 할 문제, 어떤 능력을 활용해야 하는지,",3,130,362,19137,@lucas_flatwhite,2025-11-15T14:41:20.000Z,Claude Code 지원,"(""Claude Code 지원"" OR ""Claude"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
"AI가 주도한 최초의 대규모 사이버 스파이 행위에 대한 Anthropic의 공식 보고서에서 'Attack lifecycle' 영역은 완전 영화 그 자체..

Phase 1. 저 알죠?
- 공격자가 타겟 입력 → orchestration engine이 Claude에게 다수 표적 자동 정찰 병렬 지시
- Role-play로 우회: 정식 보안업체 직원 사칭,",3,53,112,18256,@lucas_flatwhite,2025-11-14T15:00:35.000Z,Claude Code 지원,"(""Claude Code 지원"" OR ""Claude"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
윤리적 가드레일이 잘 세워져있기로 유명한 Claude를 이용해 agentic hacking을 한 사례. 정말 새로운 시대를 살고 있구나...,2,173,364,43671,@mahler83,2025-11-14T03:39:52.000Z,Claude Code 지원,"(""Claude Code 지원"" OR ""Claude"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
Eli Lilly CEO는 과학용으로 ChatGPT를 사용하지 않고 Claude나 xAI를 사용. 벌써 ChatGPT는 전문분야 부분에서 경쟁자들에게 역전 당함. 몇 년도 안됐는데. 사업 초기에는 Market Share보다는 발전속도를 봐야 그 사업의 전망에 대해 정확히 판단할 수 있음. Open AI는 발전가속도에서 확연히,2,14,89,9245,@bogusjack,2025-11-12T14:13:09.000Z,Claude Code 지원,"(""Claude Code 지원"" OR ""Claude"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
"해보실분
claude.ai/public/artifac
…
삼국지 진영 테스트
위 / 촉 / 오 / 공손찬 / 동탁 / 원소 / 여포 / 진나라 / 한나라 
중에서 하나가 나옵니다",0,648,46,58623,@kim25eoh,2025-11-12T07:39:29.000Z,Claude Code 지원,"(""Claude Code 지원"" OR ""Claude"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
"코딩 성능에 있어 아무리 봐도 분명히 Codex가 Claude보다 나은데, 왜 Claude가 낫다고 할까?를 여러모로 살펴보았다. 내가 발견한 것은 두 가지.

첫번째, Codex는 최대한 많은 케이스를 철저하게 검토해서 시간도 오래걸리고, 과도하게 일을 꼼꼼하게 처리한다.

크리티컬한 작업에서는 좋지만,",5,28,178,27200,@golbin,2025-11-09T13:10:12.000Z,Claude Code 지원,"(""Claude Code 지원"" OR ""Claude"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
"생활코딩에 올라온 이준석 의원 보좌관 채용공고

현직 개발자를 채용중이며 다음과 같은 기술 스택을 요구한다 합니다.

[요구 기술스택]

- React 기반의 프런트엔드 개발

- AI 기반 코딩 에이전트 활용 경험 (예: GitHub Copilot, Claude Code)

- RDBMS 및 SQL 활용

=====

정치적 성향을 떠나",11,97,75,82480,@LearnerBR,2025-11-07T09:40:07.000Z,Claude Code 지원,"(""Claude Code 지원"" OR ""Claude"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
"AI를 인용하지 마세요 - LLM의 답변은 사실이 아니에요

- 대형 언어 모델(LLM) 의 응답은 사실이 아니라, 단어의 통계적 예측 결과임  
- ChatGPT, Claude, Gemini 등은 가장 그럴듯한 다음 단어를 예측할 뿐, 정보의 출처나 진위를 인식하지 않음  
- 이들은 설득력 있…",0,85,98,477590,@GeekNewsHada,2025-11-01T01:51:02.000Z,Claude Code 지원,"(""Claude Code 지원"" OR ""Claude"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
좋네..,0,90,261,20146,@darjeelingt,2025-10-30T04:17:35.000Z,Claude Code 지원,"(""Claude Code 지원"" OR ""Claude"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
"Anthropic 서울 지사 개설 이유와 통계, 그리고 채용

AI 뉴스를 늘 접하는데 요즘 한국의 AI 시장 가능성을 보고 많은 기업들이 적극적으로 소식을 전하네요. 고무적이라고 생각함요!

 왜 서울인가

한국 사용자들은 전 세계에서 Claude를 가장 활발하게 사용하는 그룹 중 하나. 총 사용량과 1인당",2,37,61,16017,@lucas_flatwhite,2025-10-24T08:10:08.000Z,Claude Code 지원,"(""Claude Code 지원"" OR ""Claude"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
"시험 기간에 계획표 세우기 귀찮으시다면 
>> Claude << 써보세요... 좋더라구요",0,278,1494,55171,@11Meow111,2025-10-21T12:41:31.000Z,Claude Code 지원,"(""Claude Code 지원"" OR ""Claude"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
작년 성묘때..조부모님께서 버거킹을 좋아하셨기때문에 메뉴도 맞춰서.,0,30,62,6749,@Claude_FFXIV,2025-10-06T14:33:30.000Z,Claude Code 지원,"(""Claude Code 지원"" OR ""Claude"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
"github.com/heyitsnoah/cla
…

Claude Code + Obsidian을 연결해놓고 사용하는건데...
이거 차용해서 사용해봐야겠다. Claude Desktop에 연결해서 하면 웹서칭이나 이런거 하기는 좋을듯한데..",3,25,67,3601,@ujuc,2025-10-03T03:54:24.000Z,Claude Code 지원,"(""Claude Code 지원"" OR ""Claude"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
"프롬프트에 /DEV MODE

오호.. Claude Sonnet 4.5 에서 프롬프트 앞에 저걸 붙였을 때, 확실히 대답이 달랐어요!

일반적으로 얘기할 수 있는 설명에서 → 코드 관점에서의 맥락과 예시까지 포함해주네요.

인용글에도 설명되어 있는데 이게 공식적으로 지원하는 것은 아니예요. 컨텍스트를 슬쩍",3,50,166,347692,@lucas_flatwhite,2025-10-02T08:01:55.000Z,Claude Code 지원,"(""Claude Code 지원"" OR ""Claude"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
"Simon Willison의 Claude Sonnet 4.5 리뷰 요약

# Claude Sonnet 4.5 모델 요약  
  
앤스로픽(Anthropic)에서 2025년 9월 29일에 출시한 새로운 AI 모델인 클로드 소네트 4.5(Claude Sonnet 4.5)에 대한 기사 요약입니다.  
  
## 주요 내용  
  
 세계 최고의 코딩…",0,17,27,3582,@GeekNewsHada,2025-09-29T23:03:02.000Z,Claude Code 지원,"(""Claude Code 지원"" OR ""Claude"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
"특허 분석글 완성본을 올리기에 앞서, 이 특허에 소개된 기술이 왜 혁신적인지 소개하는 프리뷰 글을 올려 봅니다.

제 추측이 맞다면, 이 특허에 소개된 기술은 제조기술 분야에 있어 데카르트 좌표계 급 혁명인 것 같습니다. 

아래 내용은 Claude Opus 4.1과의 논의 중 일부 발췌한 내용입니다.",18,55,201,34218,@seti_park,2025-09-24T01:35:03.000Z,Claude Code 지원,"(""Claude Code 지원"" OR ""Claude"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
"주변에서 AI 플랫폼 추천해달라 할 때 요즘은:

개발자다 -> claude
가성비 좋은거 & 딥서치 -> gemini
적당한 육각형 -> gpt (업계 표준 느낌이라 그냥 구독해놓는게 편함)
검열 덜한거 -> grok
최고 가성비 -> AI studio

perplexity -> 그냥 요즘은 좀좀 잘 모르겠음",3,1598,5475,375292,@lauvsong__,2025-09-19T12:21:34.000Z,Claude Code 지원,"(""Claude Code 지원"" OR ""Claude"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
"생각의 깊이를 사는 일

오늘 아침, 나는 조용히 결제 버튼을 눌렀다. ChatGPT Pro와 Claude Max, Perplexity pro를 이미 구독하고 있는 내게, Gemini Pro에서 Ultra로의 업그레이드는 작은 결심이 필요했다. 

최고 플랜을 4개나구독.
네 개의 AI를 품에 안고 사는 일의 무게가 느껴졌다.
각자의",3,26,205,15606,@yeoulabba,2025-09-15T14:58:03.000Z,Claude Code 지원,"(""Claude Code 지원"" OR ""Claude"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
"요즘 기본이라는 AI 도구모음.zip

1. 
chatgpt.com – 만능 ai (기획, 창의성 우수)
2. 
gemini.google.com – 평소에 쓰기 가장 좋은 ai
3. 
claude.ai – 글쓰기 1티어
4. 
Pika.art – 영상 자동 생성
5. 
skywork.ai – 문서&PPT 자동화 생성",0,71,191,12569,@PacersKorea,2025-09-13T05:58:09.000Z,Claude Code 지원,"(""Claude Code 지원"" OR ""Claude"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
"클로드 코드가 계속 엉뚱한 대답을 하거나 멀쩡한 코드까지 불필요하게 바꿔서 빡칠 때:
CLAUDE.md(프로젝트 설명서) 파일 만들어서 기술 스택, 개발 규칙, 워크플로우 적어두세요 
CLAUDE.md에는 뭘을 써야 하는가:",2,40,105,5763,@yozm_it,2025-09-12T08:12:44.000Z,Claude Code 지원,"(""Claude Code 지원"" OR ""Claude"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
"Claude, 이제 직접 파일을 생성하고 편집할 수 있음

- Claude는 이제 Excel 스프레드시트, 문서, PowerPoint, PDF를 직접 생성·편집할 수 있으며, 단순 텍스트 응답을 넘어 실제 작업 산출물을 만들어 제공함  
- 이를 통해 데이터 분석·재무 모델링·프로젝트 관리 대시보…",0,19,25,2399,@GeekNewsHada,2025-09-10T01:38:02.000Z,Claude Code 지원,"(""Claude Code 지원"" OR ""Claude"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
"영포티

쉰여섯, 
나는 딸보다 유튜브 알고리즘을 더 잘 이해한다. 
새로운 앱이 나오면 먼저 써보고, 딸에게 오히려 알려준다. 

심지어 chatgpt pro, claude max, gemini pro, perplexity pro 등을 모두 구독중이며, 이미 LLM 사용 능력은 병원에서 유명하다. 

“아빠, 너무 빨라요”라며 웃는",82,139,852,192852,@yeoulabba,2025-09-06T06:00:07.000Z,Claude Code 지원,"(""Claude Code 지원"" OR ""Claude"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
"오늘 논문작업에 챗봇 쓰면서 느낀 점:
- 상태가 안 좋은 논문을 갈아엎어서 새로 정리 → Claude Opus 4.1
- 어느 정도 구색을 갖춘 논문을 첨삭 → Gemini 2.5 Pro
이렇게가 잘 하는 것 같다. ChatGPT는 저 두개가 메인으로 일하다가 중간중간 짤막하게 묻는 용도로 사용함. #llm활용예시",1,63,213,12949,@mahler83,2025-09-04T09:37:47.000Z,Claude Code 지원,"(""Claude Code 지원"" OR ""Claude"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
"팀장님이 claude code cammand를 마음껏 만들어보라고 이야기 했을 때
내가 제일 먼저 만든 command : 펫 키우기",7,147,326,22276,@Cohe010121,2025-09-02T03:57:48.000Z,Claude Code 지원,"(""Claude Code 지원"" OR ""Claude"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
